epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
157,20001.3,0.87159,0.32682,0.90531,0.99861,0.99556,0.99485,0.70113,1.09552,0.39416,0.83843,0.004852,0.004852,0.004852
158,22849.7,0.87339,0.32694,0.90555,0.99861,0.99555,0.99485,0.70108,1.09544,0.39408,0.83841,0.004819,0.004819,0.004819
159,25691.1,0.87007,0.32493,0.90702,0.99861,0.99555,0.99485,0.7011,1.09536,0.39398,0.83839,0.004786,0.004786,0.004786
160,2852.46,0.86751,0.32455,0.90309,0.99861,0.99556,0.99485,0.70103,1.09533,0.39405,0.83841,0.004753,0.004753,0.004753
161,5698.41,0.87213,0.32653,0.90576,0.99861,0.99556,0.99485,0.7011,1.09526,0.39397,0.83839,0.00472,0.00472,0.00472
162,8557.7,0.86566,0.32556,0.90483,0.99861,0.99555,0.99485,0.70112,1.09523,0.39389,0.83838,0.004687,0.004687,0.004687
163,11420.1,0.87242,0.32706,0.90626,0.99861,0.99552,0.99485,0.70112,1.0952,0.39381,0.83836,0.004654,0.004654,0.004654
164,14263.8,0.86848,0.32593,0.9055,0.99861,0.99552,0.99485,0.70112,1.09517,0.39372,0.83836,0.004621,0.004621,0.004621
165,17098,0.86993,0.32591,0.90562,0.99861,0.99552,0.99485,0.70115,1.0952,0.39365,0.83835,0.004588,0.004588,0.004588
166,19953.2,0.86873,0.32541,0.90461,0.99856,0.99549,0.99485,0.70117,1.09515,0.39359,0.83834,0.004555,0.004555,0.004555
167,22803.8,0.87106,0.32569,0.90503,0.99852,0.99547,0.99485,0.70124,1.09507,0.39353,0.83833,0.004522,0.004522,0.004522
168,25645.2,0.86753,0.32373,0.90633,0.99851,0.99547,0.99485,0.70128,1.095,0.39344,0.83832,0.004489,0.004489,0.004489
169,28483.9,0.86998,0.32571,0.90533,0.99851,0.99547,0.99485,0.7013,1.09492,0.39337,0.8383,0.004456,0.004456,0.004456
170,31326.4,0.86403,0.32467,0.90502,0.9985,0.99548,0.99485,0.70133,1.09487,0.3933,0.83829,0.004423,0.004423,0.004423
171,34173.3,0.87092,0.32854,0.90564,0.9985,0.9955,0.99485,0.7014,1.09478,0.39321,0.83828,0.00439,0.00439,0.00439
172,37031.4,0.86988,0.32468,0.90515,0.9985,0.99552,0.99485,0.70141,1.09471,0.3931,0.83827,0.004357,0.004357,0.004357
173,39871,0.86822,0.32411,0.90701,0.99849,0.99558,0.99485,0.70142,1.09466,0.393,0.83827,0.004324,0.004324,0.004324
174,42739.6,0.86805,0.32658,0.90641,0.99849,0.99558,0.99485,0.70143,1.09462,0.39288,0.83826,0.004291,0.004291,0.004291
175,45600.4,0.8688,0.32427,0.90536,0.99846,0.99558,0.99485,0.70137,1.09453,0.39278,0.83825,0.004258,0.004258,0.004258
176,48460.6,0.86675,0.32377,0.9043,0.99845,0.99558,0.99485,0.70139,1.09445,0.39268,0.83824,0.004225,0.004225,0.004225
177,51318.2,0.86663,0.32427,0.90408,0.99844,0.99558,0.99485,0.70147,1.09436,0.39259,0.83824,0.004192,0.004192,0.004192
178,54169.9,0.86674,0.32461,0.90414,0.99843,0.99558,0.99485,0.70139,1.09429,0.39252,0.83823,0.004159,0.004159,0.004159
179,57026.5,0.86552,0.32404,0.90517,0.99844,0.99558,0.99485,0.70143,1.09423,0.39244,0.83821,0.004126,0.004126,0.004126
180,2890.46,0.8607,0.3218,0.90135,0.99842,0.99558,0.99485,0.70142,1.09428,0.39243,0.8382,0.004093,0.004093,0.004093
181,5777.89,0.86572,0.32375,0.90429,0.99842,0.99558,0.99485,0.70143,1.09423,0.3924,0.83819,0.00406,0.00406,0.00406
182,8686.24,0.85975,0.32289,0.90337,0.99841,0.99558,0.99485,0.70145,1.09418,0.39234,0.83818,0.004027,0.004027,0.004027
